mu\w,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.0,0.000000e+00,1.019713e-17,3.880117e-18,3.923356e-17,1.734723e-16,1.450784e-16,1.297476e-16,4.545519e-16,3.867952e-16,2.918408e-16,2.901569e-16
0.1,1.189044e-17,8.619407e-18,3.195925e-17,3.330230e-16,2.193206e-16,1.718825e-17,8.133920e-16,4.950799e-16,2.703109e-16,3.634619e-16,1.332268e-15
0.2,2.130399e-17,4.943962e-17,1.417052e-16,5.631250e-17,2.427469e-16,4.594312e-17,1.412530e-15,2.220446e-15,6.687336e-16,1.463600e-15,4.071690e-16
0.3,8.148844e-18,3.553980e-17,4.799551e-16,1.610626e-16,4.054912e-16,1.861956e-17,3.438036e-15,8.881784e-16,2.220446e-15,2.623552e-15,1.542296e-16
0.4,1.275648e-17,7.262331e-17,3.751078e-17,5.906373e-17,1.034465e-17,1.332268e-15,4.440892e-16,4.440589e-16,8.881761e-16,1.776348e-15,8.492458e-16
0.5,4.456102e-17,7.543803e-17,8.031659e-17,6.870302e-17,2.839106e-16,6.283871e-16,1.256795e-15,4.332407e-32,4.278081e-15,5.551117e-16,3.365591e-16
0.6,2.165669e-17,3.340635e-17,1.848700e-17,7.952798e-18,6.420510e-18,2.330696e-15,2.430002e-16,5.120652e-15,3.821002e-16,1.729628e-15,9.006511e-16
0.7,1.517801e-17,1.887416e-16,8.436397e-17,6.047228e-17,2.240558e-15,2.442491e-15,8.545385e-77,6.217249e-15,3.956672e-16,5.071961e-17,3.844280e-15
0.8,8.627827e-17,3.019198e-16,5.141166e-17,3.238783e-15,1.641048e-15,2.689168e-15,2.664535e-15,2.788042e-15,2.234076e-15,2.079029e-16,1.973665e-16
0.9,8.930215e-17,1.155298e-16,1.804112e-15,9.992006e-16,9.307516e-16,1.276756e-15,1.212107e-43,6.856422e-16,9.005840e-17,1.159834e-15,2.109452e-15
1.0,5.763461e-24,2.671308e-15,1.305662e-15,6.106046e-16,3.060052e-15,1.498801e-15,2.511684e-15,2.997872e-15,4.701057e-16,2.630279e-15,2.003888e-16
1.1,9.177991e-16,5.572940e-15,7.097572e-16,3.576217e-16,2.311442e-15,5.549600e-16,4.892970e-15,1.693831e-15,1.635199e-15,4.746539e-15,5.671112e-16
1.2,6.549539e-15,5.401498e-15,5.968084e-15,9.280150e-15,3.770430e-15,4.377535e-15,6.406982e-15,4.521981e-15,6.520272e-15,7.799472e-15,4.849626e-15
1.3,1.226617e-12,1.224918e-12,1.226408e-12,1.224988e-12,1.227422e-12,1.227449e-12,1.224824e-12,1.223529e-12,1.222233e-12,1.226733e-12,1.227315e-12
1.4,1.244155e-10,1.244125e-10,1.244110e-10,1.244119e-10,1.244138e-10,1.244139e-10,1.244116e-10,1.244152e-10,1.244118e-10,1.244145e-10,1.244147e-10
1.5,8.829354e-09,8.829352e-09,8.829353e-09,8.829353e-09,8.829350e-09,8.829354e-09,8.829350e-09,8.829353e-09,8.829351e-09,8.829353e-09,8.829351e-09
1.6,4.519513e-07,4.519513e-07,4.519513e-07,4.519513e-07,4.519513e-07,4.519513e-07,4.519513e-07,4.519513e-07,4.519513e-07,4.519513e-07,4.519513e-07
1.7,1.686958e-05,1.686958e-05,1.686958e-05,1.686958e-05,1.686958e-05,1.686958e-05,1.686958e-05,1.686958e-05,1.686958e-05,1.686958e-05,1.686958e-05
1.8,4.480341e-04,4.480341e-04,4.480341e-04,4.480341e-04,4.480341e-04,4.480341e-04,4.480341e-04,4.480341e-04,4.480341e-04,4.480341e-04,4.480341e-04
1.9,7.373330e-03,3.072215e-03,7.373330e-03,7.373330e-03,4.295848e-04,5.305982e-03,7.373330e-03,9.108290e-04,7.373330e-03,7.373330e-03,7.373330e-03
2.0,4.870566e-02,8.288533e-03,1.299831e-02,2.564504e-02,1.304162e-02,7.810877e-03,9.063106e-03,2.503402e-02,1.815734e-03,6.063870e-03,2.065263e-02
2.1,1.272140e-01,2.716267e-02,5.875826e-03,2.804336e-03,1.329723e-02,1.666487e-02,2.205346e-02,1.199641e-04,5.452989e-05,3.358230e-02,6.969957e-03
2.2,2.187405e-01,6.436384e-02,3.175891e-02,1.910578e-02,3.148290e-03,7.787696e-03,2.399531e-02,4.701768e-03,1.999962e-02,6.108260e-03,1.895686e-02
2.3,3.144730e-01,1.600963e-01,5.719706e-03,2.647301e-02,4.279722e-02,1.825151e-02,1.477872e-02,2.378863e-02,4.626885e-03,2.669965e-02,5.145207e-03
2.4,4.119420e-01,2.575654e-01,1.031888e-01,1.694280e-02,2.419724e-02,4.106522e-02,1.267268e-02,1.198694e-02,3.296747e-02,7.774726e-03,2.374519e-02
2.5,5.102759e-01,3.558993e-01,2.015227e-01,4.714607e-02,2.975698e-02,2.481201e-02,4.306693e-02,1.998726e-02,7.739397e-03,1.204180e-02,5.994244e-03
2.6,6.090989e-01,4.547222e-01,3.003456e-01,1.459690e-01,8.407638e-03,2.759432e-02,2.819592e-02,4.074547e-02,1.444934e-02,1.019483e-02,1.252432e-02
2.7,7.082241e-01,5.538474e-01,3.994708e-01,2.450942e-01,9.071757e-02,7.432841e-04,2.874490e-02,3.422753e-02,3.347835e-02,5.903721e-03,2.873581e-02
2.8,8.075488e-01,6.531722e-01,4.987956e-01,3.444189e-01,1.900423e-01,3.566569e-02,1.246613e-02,3.291813e-02,4.159035e-02,2.368183e-02,5.319744e-03
2.9,9.070120e-01,7.526354e-01,5.982588e-01,4.438822e-01,2.895055e-01,1.351289e-01,1.488596e-03,1.856727e-02,3.743797e-02,3.230446e-02,1.151522e-02
3.0,1.006575e+00,8.521986e-01,6.978219e-01,5.434453e-01,3.890687e-01,2.346921e-01,8.031543e-02,2.001609e-02,2.003179e-02,3.057424e-02,2.061937e-02
